station,datetime,ADPT,ASLP,ASTP,AWBT,AWND,DAPR,EVAP,MDPR,MNPN,MXPN,PGTM,PRCP,RHAV,RHMN,RHMX,SN52,SNOW,SNWD,SX52,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WDMV,WESD,WESF,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT07,WT08,WT11
GHCND:US1WABT0010,2024-09-24,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0010,2024-09-25,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0010,2024-09-26,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0010,2024-09-27,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0010,2024-09-28,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-01,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-02,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-03,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-04,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-05,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-06,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-07,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-08,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-09,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-10,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-11,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-12,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-13,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-14,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-17,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-19,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-20,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-21,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-22,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-23,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-24,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-25,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-26,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-27,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0013,2024-09-28,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-01,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-02,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-03,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-04,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-05,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-06,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-07,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-08,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-09,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-10,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-11,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-12,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-13,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-14,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-17,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-19,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-20,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-21,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-22,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-23,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-24,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-25,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-26,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-27,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0015,2024-09-28,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-01,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-02,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-03,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-04,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-05,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-06,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-07,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-08,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-09,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-10,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-11,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-12,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-13,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-14,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-17,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-19,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-20,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-21,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-22,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-23,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-24,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-25,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-26,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-27,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0017,2024-09-28,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-02,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-03,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-04,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-05,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-06,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-14,,,,,,8.0,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-17,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-19,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-20,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-21,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-22,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-23,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-24,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0025,2024-09-25,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-01,,,,,,12.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-07,,,,,,6.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-11,,,,,,4.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-12,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-13,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-14,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-17,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0026,2024-09-22,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0029,2024-09-01,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-02,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-03,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-04,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-05,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-06,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-07,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-08,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-09,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-10,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-11,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-12,,,,,,,,,,,,0.09,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-13,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-14,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-17,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-19,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-20,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-21,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-22,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-23,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-24,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-25,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-26,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-27,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0029,2024-09-28,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,
GHCND:US1WABT0031,2024-09-12,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0031,2024-09-13,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0031,2024-09-14,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0031,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0031,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0031,2024-09-17,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0031,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0032,2024-09-12,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0032,2024-09-13,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0032,2024-09-14,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0032,2024-09-15,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0032,2024-09-16,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0032,2024-09-17,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WABT0032,2024-09-18,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WACB0002,2024-09-01,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WACB0002,2024-09-02,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
GHCND:US1WACB0002,2024-09-03,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,
